id	taxonID	scientificName
wfo-0000639451	wfo-0000639451	Delosperma alticola L.Bolus
wfo-0001435192	wfo-0001435192	Conophytum marginatum Lavis subsp. marginatum
wfo-0001435148	wfo-0001435148	Conophytum ectypum N.E.Br. subsp. ectypum
wfo-0001435231	wfo-0001435231	Conophytum piluliforme (N.E.Br.) N.E.Br. subsp. piluliforme
wfo-0001435116	wfo-0001435116	Conophytum bolusiae Schwantes subsp. bolusiae
wfo-0001435153	wfo-0001435153	Conophytum ernstii S.A.Hammer subsp. ernstii
wfo-0000686226	wfo-0000686226	Fenestraria rhopalophylla (Schltr. & Diels) N.E.Br.
wfo-0001293524	wfo-0001293524	Lithops dinteri Schwantes
wfo-0001293388	wfo-0001293388	Lampranthus macrostigma L.Bolus
wfo-0000385183	wfo-0000385183	Orthopterum coegana L.Bolus
wfo-0001293723	wfo-0001293723	Ottosonderia monticola (Sond.) L.Bolus
wfo-0001172338	wfo-0001172338	Rauiella praelonga (Schimp. ex Besch.) Wijk & Margad.
wfo-0001293375	wfo-0001293375	Lampranthus leightoniae (L.Bolus) L.Bolus
wfo-0001293476	wfo-0001293476	Lampranthus tenuis L.Bolus
wfo-0001202086	wfo-0001202086	Syntrichia magilliana L.E.Anderson
wfo-0001198737	wfo-0001198737	Syntrichia amphidiacea (Mull.Hal.) R.H.Zander
wfo-0001293467	wfo-0001293467	Lampranthus subaequalis (L.Bolus) L.Bolus
wfo-0001293290	wfo-0001293290	Lampranthus calcaratus (Wolley-Dod) N.E.Br.
wfo-0001198754	wfo-0001198754	Syntrichia chisosa (Magill, Delgad. & L.R.Stark) R.H.Zander
wfo-0001169843	wfo-0001169843	Sematophyllum gueinzii (Hampe) Magill
wfo-0001194087	wfo-0001194087	Sematophyllum subpinnatum (Brid.) E.Britton
wfo-0001207485	wfo-0001207485	Acrobolbus ochrophyllus (Hook.f. & Taylor) R.M.Schust.
wfo-0001293399	wfo-0001293399	Lampranthus microstigma (L.Bolus) N.E.Br.
wfo-0001293485	wfo-0001293485	Lampranthus verecundus (L.Bolus) N.E.Br.
wfo-0001293582	wfo-0001293582	Malephora latipetala (L.Bolus) H.Jacobsen & Schwantes
wfo-0001197547	wfo-0001197547	Lethocolea congesta (Lehm.) S.W.Arnell
wfo-0001293389	wfo-0001293389	Lampranthus magnificus (L.Bolus) N.E.Br.
wfo-0001429344	wfo-0001429344	Cyperus palmatus (Lye) C.Archer & Goetgh.
wfo-0000702530	wfo-0000702530	Gibbaeum pubescens (Haw.) N.E.Br.
wfo-0000382777	wfo-0000382777	Cyperus sphaerospermus Schrad.
wfo-0001293684	wfo-0001293684	Odontophorus angustifolius L.Bolus
wfo-0000702504	wfo-0000702504	Gibbaeum geminum N.E.Br.
wfo-0000418363	wfo-0000418363	Ficinia secunda (Vahl) Kunth
wfo-0000369509	wfo-0000369509	Cyperus chersinus (N.E.Br.) Kuk.
wfo-0000378870	wfo-0000378870	Cyperus owanii Boeckeler
wfo-0001293448	wfo-0001293448	Lampranthus schlechteri (Zahlbr.) L.Bolus
wfo-0001293517	wfo-0001293517	Leipoldtia weigangiana (Dinter) Dinter & Schwantes
wfo-0000361395	wfo-0000361395	Lampranthus violaceus (DC.) Schwantes
wfo-0001293452	wfo-0001293452	Lampranthus spectabilis (Haw.) N.E.Br.
wfo-0001293271	wfo-0001293271	Lampranthus antemeridianus (L.Bolus) L.Bolus
wfo-0000680916	wfo-0000680916	Esterhuysenia alpina L.Bolus
wfo-0001293454	wfo-0001293454	Lampranthus spiniformis (Haw.) N.E.Br.
wfo-0000618858	wfo-0000618858	Conophytum lithopsoides subsp. koubergense (L.Bolus) S.A.Hammer
wfo-0000618646	wfo-0000618646	Conophytum brunneum S.A.Hammer
wfo-0000618707	wfo-0000618707	Conophytum devium G.D.Rowley
wfo-0001435258	wfo-0001435258	Conophytum tantillum N.E.Br. subsp. tantillum
wfo-0000619127	wfo-0000619127	Conophytum tantillum N.E.Br.
wfo-0001435245	wfo-0001435245	Conophytum schlechteri Schwantes
wfo-0000692549	wfo-0000692549	Frithia pulchra N.E.Br.
wfo-0000671163	wfo-0000671163	Erepsia distans L.Bolus
wfo-0000600471	wfo-0000600471	Cheiridopsis imitans L.Bolus
wfo-0000539039	wfo-0000539039	Antimima watermeyeri (L.Bolus) H.E.K.Hartmann
wfo-0000538985	wfo-0000538985	Antimima luckhoffii (L.Bolus) H.E.K.Hartmann
wfo-0000538986	wfo-0000538986	Antimima maleolens (L.Bolus) H.E.K.Hartmann
wfo-0000600546	wfo-0000600546	Cheiridopsis turbinata L.Bolus
wfo-0000538956	wfo-0000538956	Antimima excedens (L.Bolus) Klak
wfo-0000611738	wfo-0000611738	Cleretum herrei (Schwantes) Ihlenf. & Struck
wfo-0000370262	wfo-0000370262	Mesembryanthemum fastigiatum Thunb.
wfo-0000429171	wfo-0000429171	Zeuktophyllum suppositum (L.Bolus) N.E.Br.
wfo-0001294016	wfo-0001294016	Ruschia knysnana (L.Bolus) L.Bolus
wfo-0000564278	wfo-0000564278	Bergeranthus concavus L.Bolus
wfo-0000647985	wfo-0000647985	Dinteranthus puberulus N.E.Br.
wfo-0001294005	wfo-0001294005	Ruschia intermedia L.Bolus
wfo-0001294010	wfo-0001294010	Ruschia karrachabensis L.Bolus
wfo-0000385205	wfo-0000385205	Oscularia paardebergensis (L.Bolus) H.E.K.Hartmann
wfo-0000656913	wfo-0000656913	Drosanthemum globosum L.Bolus
wfo-0001294137	wfo-0001294137	Ruschia sarmentosa (Haw.) Schwantes
wfo-0000385179	wfo-0000385179	Oscularia compressa (L.Bolus) H.E.K.Hartmann
wfo-0001294143	wfo-0001294143	Ruschia schollii (Salm-Dyck) Schwantes
wfo-0000656914	wfo-0000656914	Drosanthemum godmaniae L.Bolus
wfo-0000656909	wfo-0000656909	Drosanthemum framesii L.Bolus
wfo-0001294417	wfo-0001294417	Trichodiadema fourcadei L.Bolus
wfo-0000385177	wfo-0000385177	Oscularia copiosa (L.Bolus) H.E.K.Hartmann
wfo-0001294415	wfo-0001294415	Trichodiadema emarginatum L.Bolus
wfo-0000385174	wfo-0000385174	Oscularia excedens (L.Bolus) H.E.K.Hartmann
wfo-0001294200	wfo-0001294200	Ruschia victoris (L.Bolus) L.Bolus
wfo-0001293645	wfo-0001293645	Mitrophyllum mitratum (Marloth) Schwantes
wfo-0000656955	wfo-0000656955	Drosanthemum opacum L.Bolus
wfo-0000385178	wfo-0000385178	Oscularia comptonii (L.Bolus) H.E.K.Hartmann
wfo-0000656941	wfo-0000656941	Drosanthemum luederitzii (Engl.) Schwantes
wfo-0000656872	wfo-0000656872	Drosanthemum barkerae L.Bolus
wfo-0000656861	wfo-0000656861	Drosanthemum albiflorum (L.Bolus) Schwantes
wfo-0000656882	wfo-0000656882	Drosanthemum capillare (Thunb.) Schwantes
wfo-0000656930	wfo-0000656930	Drosanthemum latipetalum L.Bolus
wfo-0000744608	wfo-0000744608	Ruschia magnifica Klak
wfo-0000654254	wfo-0000654254	Dorotheanthus ulularis Brusse
wfo-0000618762	wfo-0000618762	Conophytum frutescens Schwantes
wfo-0001293843	wfo-0001293843	Rhinephyllum inaequale L.Bolus
wfo-0001293342	wfo-0001293342	Lampranthus filicaulis (Haw.) N.E.Br.
wfo-0001293845	wfo-0001293845	Rhinephyllum luteum (L.Bolus) L.Bolus
wfo-0001293345	wfo-0001293345	Lampranthus framesii (L.Bolus) N.E.Br.
wfo-0001293239	wfo-0001293239	Jacobsenia kolbei (L.Bolus) L.Bolus & Schwantes
wfo-0000733671	wfo-0000733671	Rabiea albipuncta (Haw.) N.E.Br.
wfo-0001293319	wfo-0001293319	Lampranthus diffusus (L.Bolus) N.E.Br.
wfo-0000618909	wfo-0000618909	Conophytum mirabile A.R.Mitch. & S.A.Hammer
wfo-0001293426	wfo-0001293426	Lampranthus pocockiae (L.Bolus) N.E.Br.
wfo-0000618813	wfo-0000618813	Conophytum jucundum subsp. marlothii (N.E.Br.) S.A.Hammer
wfo-0001293440	wfo-0001293440	Lampranthus rubroluteus (L.Bolus) L.Bolus
wfo-0000361432	wfo-0000361432	Lampranthus roseus (Willd.) Schwantes
wfo-0001293202	wfo-0001293202	Hereroa stanfordiae L.Bolus
wfo-0001293205	wfo-0001293205	Hereroa tenuifolia L.Bolus
wfo-0000720279	wfo-0000720279	Hereroa pallens L.Bolus
wfo-0001293199	wfo-0001293199	Hereroa odorata (L.Bolus) L.Bolus
wfo-0000588393	wfo-0000588393	Carruanthus ringens (L.) Boom
wfo-0001202885	wfo-0001202885	Psiloclada clandestina Mitt.
wfo-0000599905	wfo-0000599905	Chasmatophyllum nelii Schwantes
wfo-0001197551	wfo-0001197551	Adelanthus lindenbergianus (Lehm.) Mitt.
wfo-0000185952	wfo-0000185952	Mucuna pruriens (L.) DC. var. pruriens
wfo-0001061587	wfo-0001061587	Newtonia hildebrandtii (Vatke) Torre var. hildebrandtii
wfo-0000168328	wfo-0000168328	Guibourtia conjugata (Bolle) J.Leonard
wfo-0000180335	wfo-0000180335	Dumasia villosa DC.
wfo-0000194860	wfo-0000194860	Microcharis disjuncta (J.B.Gillett) Schrire
wfo-0000210947	wfo-0000210947	Dichilus lebeckioides DC.
wfo-0000749705	wfo-0000749705	Leobordea benthamiana (Dummer) B.-E.van Wyk & Boatwr.
wfo-0000212659	wfo-0000212659	Lessertia tenuifolia E.Mey.
wfo-0000749690	wfo-0000749690	Leobordea sutherlandii (Dummer) B.-E.van Wyk & Boatwr.
wfo-0000749729	wfo-0000749729	Leobordea arida (Dummer) B.-E.van Wyk & Boatwr.
wfo-0000749707	wfo-0000749707	Leobordea magnifica (B.-E.van Wyk) B.-E.van Wyk & Boatwr.
wfo-0000177537	wfo-0000177537	Desmodium velutinum (Willd.) DC.
wfo-0000212639	wfo-0000212639	Lessertia miniata T.M.Salter
wfo-0000177109	wfo-0000177109	Desmodium dregeanum Benth.
wfo-0000749754	wfo-0000749754	Leobordea lanceolata (E.Mey.) B.-E.van Wyk & Boatwr.
wfo-0000196710	wfo-0000196710	Amphithalea biovulata (Bolus) Granby
wfo-0000196699	wfo-0000196699	Amphithalea axillaris Granby
wfo-0000211099	wfo-0000211099	Pearsonia uniflora (Kensit) Polhill
wfo-0000196742	wfo-0000196742	Amphithalea concava Granby
wfo-0000469532	wfo-0000469532	Pearsonia callistoma Campb.-Young & K.Balkwill
wfo-0000175837	wfo-0000175837	Kotschya thymodora (Baker f.) Wild
wfo-0000213192	wfo-0000213192	Argyrolobium pachyphyllum Schltr.
wfo-0000213128	wfo-0000213128	Argyrolobium aciculare Dummer
wfo-0000194790	wfo-0000194790	Argyrolobium velutinum Eckl. & Zeyh.
wfo-0000213142	wfo-0000213142	Argyrolobium candicans Eckl. & Zeyh.
wfo-0000211019	wfo-0000211019	Melolobium canescens Benth.
wfo-0000531931	wfo-0000531931	Amphithalea parvifolia (Thunb.) A.L.Schutte
wfo-0000213163	wfo-0000213163	Argyrolobium frutescens Burtt Davy
wfo-0000179357	wfo-0000179357	Dipogon lignosus (L.) Verdc.
wfo-0000176547	wfo-0000176547	Zornia capensis Pers. subsp. capensis
wfo-0000176644	wfo-0000176644	Zornia milneana Mohlenbr.
wfo-0000186366	wfo-0000186366	Psoralea pullata C.H.Stirt.
wfo-0001420979	wfo-0001420979	Psoralea intonsa C.H.Stirt., Muasya & A.Bello
wfo-0001056846	wfo-0001056846	Psoralea keetii Schonland ex H.M.L.Forbes
wfo-0001054984	wfo-0001054984	Psoralea repens P.J.Bergius
wfo-0000212394	wfo-0000212394	Psoralea implexa C.H.Stirt.
wfo-0000468229	wfo-0000468229	Psoralea cataracta C.H.Stirt.
wfo-0000468160	wfo-0000468160	Psoralea peratica C.H.Stirt.
wfo-0000212404	wfo-0000212404	Psoralea oreophila Schltr.
wfo-0000208871	wfo-0000208871	Crotalaria schlechteri Baker f.
wfo-0000210195	wfo-0000210195	Crotalaria schinzii Baker f.
wfo-0000210269	wfo-0000210269	Crotalaria spartea Baker
wfo-0000210642	wfo-0000210642	Crotalaria distans Benth.
wfo-0000210705	wfo-0000210705	Crotalaria eremicola Baker f.
wfo-0000213405	wfo-0000213405	Spartium junceum L.
wfo-0001425981	wfo-0001425981	Indigofera daleoides Benth. ex Harv. var. daleoides
wfo-0000191551	wfo-0000191551	Indigofera complanata Rchb. ex Spreng.
wfo-0000191543	wfo-0000191543	Indigofera brachystachya (DC.) E.Mey.
wfo-0000192182	wfo-0000192182	Indigofera frondosa N.E.Br.
wfo-0000190974	wfo-0000190974	Indigofera burchellii DC.
wfo-0000195023	wfo-0000195023	Indigofera sarmentosa L.f.
wfo-0000195834	wfo-0000195834	Indigofera tenuissima E.Mey.
wfo-0000193451	wfo-0000193451	Indigofera lydenburgensis N.E.Br.
wfo-0000193395	wfo-0000193395	Indigofera lyallii Baker subsp. lyallii
wfo-0000194457	wfo-0000194457	Indigofera pongolana N.E.Br.
wfo-0000193244	wfo-0000193244	Indigofera schlechteri Baker f.
wfo-0000206923	wfo-0000206923	Crotalaria barnabassii Dinter ex Baker f.
wfo-0000363085	wfo-0000363085	Liparia racemosa A.L.Schutte
wfo-0000206784	wfo-0000206784	Crotalaria doidgeae I.Verd.
wfo-0000210602	wfo-0000210602	Crotalaria macrocarpa E.Mey. subsp. macrocarpa
wfo-0000193742	wfo-0000193742	Indigofera mimosoides Baker
wfo-0000195947	wfo-0000195947	Indigofera torulosa E.Mey.
wfo-0000192819	wfo-0000192819	Indigofera homblei Baker f. & Martin
wfo-0000213448	wfo-0000213448	Medicago laciniata (L.) Mill.
wfo-0000213454	wfo-0000213454	Medicago lupulina L.
wfo-0000211223	wfo-0000211223	Aspalathus aemula E.Mey.
wfo-0000211665	wfo-0000211665	Aspalathus angustifolia subsp. robusta (E.Phillips) R.Dahlgren
wfo-0000211320	wfo-0000211320	Aspalathus caespitosa R.Dahlgren
wfo-0000213094	wfo-0000213094	Trifolium subterraneum L.
wfo-0000211627	wfo-0000211627	Aspalathus biflora E.Mey. subsp. biflora
wfo-0000211594	wfo-0000211594	Aspalathus corrudifolia P.J.Bergius
wfo-0000211349	wfo-0000211349	Aspalathus muraltioides Eckl. & Zeyh.
wfo-0000211354	wfo-0000211354	Aspalathus hispida Thunb. subsp. hispida
wfo-0000211307	wfo-0000211307	Aspalathus lotiflora R.Dahlgren
wfo-0000211452	wfo-0000211452	Aspalathus pallidiflora R.Dahlgren
wfo-0000211467	wfo-0000211467	Aspalathus odontoloba R.Dahlgren
wfo-0000211488	wfo-0000211488	Aspalathus leucophylla R.Dahlgren
wfo-0000211468	wfo-0000211468	Aspalathus mundiana Eckl. & Zeyh.
wfo-0000211509	wfo-0000211509	Aspalathus obtusifolia R.Dahlgren
wfo-0000211257	wfo-0000211257	Aspalathus oblongifolia R.Dahlgren
wfo-0000211364	wfo-0000211364	Aspalathus macrantha Harv.
wfo-0001057817	wfo-0001057817	Aspalathus leptocoma Eckl. & Zeyh.
wfo-0000211633	wfo-0000211633	Aspalathus lenticula Bolus
wfo-0000211301	wfo-0000211301	Aspalathus rubiginosa R.Dahlgren
wfo-0000211205	wfo-0000211205	Aspalathus rugosa Thunb.
wfo-0000211559	wfo-0000211559	Aspalathus pedicellata Harv.
wfo-0000211372	wfo-0000211372	Aspalathus pinea Thunb. subsp. pinea
wfo-0000211212	wfo-0000211212	Aspalathus salicifolia R.Dahlgren
wfo-0000748436	wfo-0000748436	Aspalathus crewiana Boatwr. & Cupido
wfo-0000552189	wfo-0000552189	Aspalathus tulbaghensis R.Dahlgren
wfo-0000211430	wfo-0000211430	Aspalathus subulata Thunb.
wfo-0000211545	wfo-0000211545	Aspalathus batodes Eckl. & Zeyh.
wfo-0000211189	wfo-0000211189	Aspalathus psoraleoides (C.Presl) Benth.
wfo-0000211248	wfo-0000211248	Aspalathus lotoides Thunb.
wfo-0000186831	wfo-0000186831	Rhynchosia monophylla Schltr.
wfo-0000172325	wfo-0000172325	Dalbergia melanoxylon Guill. & Perr.
wfo-0000198908	wfo-0000198908	Derris trifoliata Lour.
wfo-0000186013	wfo-0000186013	Rhynchosia caribaea (Jacq.) DC.
wfo-0000187655	wfo-0000187655	Rhynchosia viscidula Steud.
wfo-0000186381	wfo-0000186381	Rhynchosia galpinii Baker f.
wfo-0000186116	wfo-0000186116	Rhynchosia connata Baker f.
wfo-0000187491	wfo-0000187491	Rhynchosia thorncroftii (Baker f.) Burtt Davy
wfo-0000172371	wfo-0000172371	Dalbergia nitidula Welw. ex Baker
wfo-0000212285	wfo-0000212285	Cullen biflora (Harv.) C.H.Stirt.
wfo-0000181109	wfo-0000181109	Acacia retinodes Schltdl.
wfo-0000185340	wfo-0000185340	Acacia paradoxa DC.
wfo-0000204408	wfo-0000204408	Tephrosia subulata Hutch. & Burtt Davy
wfo-0000201584	wfo-0000201584	Tephrosia albissima subsp. zuluensis (H.M.L.Forbes) Schrire
wfo-0000164595	wfo-0000164595	Chamaecrista stricta E.Mey.
wfo-0001062337	wfo-0001062337	Tephrosia rhodesica Baker f. var. rhodesica
wfo-0000198396	wfo-0000198396	Virgilia divaricata Adamson
wfo-0000203860	wfo-0000203860	Tephrosia purpurea (L.) Pers.
wfo-0000182995	wfo-0000182995	Vigna vexillata (L.) A.Rich. var. vexillata
wfo-0000188562	wfo-0000188562	Vigna luteola (Jacq.) Benth.
wfo-0000189386	wfo-0000189386	Vigna unguiculata (L.) Walp.
wfo-0000212298	wfo-0000212298	Otholobium bowieanum (Harv.) C.H.Stirt.
wfo-0000180018	wfo-0000180018	Sesbania virgata (Cav.) Pers.
wfo-0000186629	wfo-0000186629	Polhillia involucrata (Thunb.) B.-E.van Wyk & A.L.Schutte
wfo-0000211150	wfo-0000211150	Wiborgia leptoptera R.Dahlgren subsp. leptoptera
wfo-0001344782	wfo-0001344782	Otholobium lucens C.H.Stirt. & Muasya
wfo-0001421164	wfo-0001421164	Rafnia angulata Thunb. subsp. angulata
wfo-0000212334	wfo-0000212334	Otholobium pictum C.H.Stirt.
wfo-0000212312	wfo-0000212312	Otholobium fruticans (L.) C.H.Stirt.
wfo-0000198254	wfo-0000198254	Podalyria myrtillifolia (Retz.) Willd.
wfo-0000210992	wfo-0000210992	Lebeckia plukenetiana E.Mey.
wfo-0000197931	wfo-0000197931	Podalyria biflora (L.) Lam.
wfo-0001059839	wfo-0001059839	Rafnia capensis (L.) Schinz
wfo-0000187478	wfo-0000187478	Dichrostachys cinerea subsp. africana Brenan & Brummitt
wfo-0000194852	wfo-0000194852	Lotononis lotononoides (Scott-Elliot) B.-E.van Wyk
wfo-0000211798	wfo-0000211798	Lotononis oxyptera (E.Mey.) Benth.
wfo-0000211828	wfo-0000211828	Lotononis pungens Eckl. & Zeyh.
wfo-0000183483	wfo-0000183483	Lotononis azureoides B.-E.van Wyk
wfo-0000211772	wfo-0000211772	Lotononis macrosepala Conrath
wfo-0000211759	wfo-0000211759	Lotononis leptoloba Bolus
wfo-0000195472	wfo-0000195472	Eriosema luteopetalum C.H.Stirt.
wfo-0000195495	wfo-0000195495	Eriosema populifolium Benth. ex Harv. & Sond.
wfo-0000198816	wfo-0000198816	Craibia zimmermannii (Harms) Dunn
wfo-0000754079	wfo-0000754079	Agapanthus inapertus subsp. pendulus (L.Bolus) F.M.Leight.
wfo-0000754061	wfo-0000754061	Agapanthus campanulatus F.M.Leight.
wfo-0000762556	wfo-0000762556	Burnatia enneandra P.Micheli
wfo-0001110853	wfo-0001110853	Cyclosorus interruptus (Willd.) H.Ito
wfo-0001110846	wfo-0001110846	Christella altissima Holttum
wfo-0001175250	wfo-0001175250	Schlotheimia rufopallens Mull.Hal.
wfo-0001165242	wfo-0001165242	Drepanocladus sparsus Mull.Hal.
wfo-0001172607	wfo-0001172607	Zygodon trichomitrius Hook. & Wilson
wfo-0001195591	wfo-0001195591	Philonotis comosa (Broth.) D.G.Griffin & W.R.Buck
wfo-0001153435	wfo-0001153435	Bartramia capensis (R.Br.) Wijk & Margad.
wfo-0001195265	wfo-0001195265	Anacolia breutelii var. squarrifolia (Sim) Magill
wfo-0000962159	wfo-0000962159	Euphorbia franckiana A.Berger
wfo-0000961116	wfo-0000961116	Euphorbia bupleurifolia Jacq.
wfo-0000961938	wfo-0000961938	Euphorbia ericoides Lam.
wfo-0000961606	wfo-0000961606	Euphorbia × curvirama R.A.Dyer
wfo-0000962646	wfo-0000962646	Euphorbia hypericifolia L.
wfo-0000961392	wfo-0000961392	Euphorbia clavigera N.E.Br.
wfo-0000962238	wfo-0000962238	Euphorbia genistoides P.J.Bergius
wfo-0000961970	wfo-0000961970	Euphorbia espinosa Pax
wfo-0000964670	wfo-0000964670	Euphorbia sekukuniensis R.A.Dyer
wfo-0000964278	wfo-0000964278	Euphorbia pulvinata Marloth
wfo-0000964476	wfo-0000964476	Euphorbia rowlandii R.A.Dyer
wfo-0000964907	wfo-0000964907	Euphorbia striata Thunb.
wfo-0000896597	wfo-0000896597	Clutia ovalis Sond.
wfo-0000895118	wfo-0000895118	Clutia abyssinica Jaub. & Spach
wfo-0000895285	wfo-0000895285	Clutia alaternoides L.
wfo-0000937231	wfo-0000937231	Dalechampia capensis A.Spreng.
wfo-0000896126	wfo-0000896126	Clutia hirsuta (Sond.) Mull.Arg.
wfo-0000932085	wfo-0000932085	Croton pseudopulchellus Pax
wfo-0000953231	wfo-0000953231	Acalypha indica L.
wfo-0000234008	wfo-0000234008	Acalypha segetalis Mull.Arg.
wfo-0000250328	wfo-0000250328	Acalypha villicaulis Hochst. ex A.Rich.
wfo-0001287231	wfo-0001287231	Opuntia spinulifera Salm-Dyck
wfo-0000632314	wfo-0000632314	Asparagus edulis (Oberm.) J.-P.Lebrun & Stork
wfo-0000632190	wfo-0000632190	Asparagus devenishii (Oberm.) Fellingham & N.L.Mey.
wfo-0000631836	wfo-0000631836	Asparagus capensis L.
wfo-0000632005	wfo-0000632005	Asparagus confertus K.Krause
wfo-0000634426	wfo-0000634426	Asparagus recurvispinus (Oberm.) Fellingham & N.L.Mey.
wfo-0001108025	wfo-0001108025	Asplenium obscurum Blume
wfo-0001117374	wfo-0001117374	Asplenium × flexuosum Schrad.
wfo-0001199000	wfo-0001199000	Asterella marginata (Nees) S.W.Arnell
wfo-0000439168	wfo-0000439168	Staavia pinifolia Willd.
wfo-0001192381	wfo-0001192381	Atrichum androgynum (Mull.Hal.) A.Jaeger
wfo-0000564567	wfo-0000564567	Berzelia ecklonii Pillans
wfo-0000564563	wfo-0000564563	Berzelia commutata Sond.
wfo-0000564557	wfo-0000564557	Berzelia alopecuroides (Thunb.) Sond.
wfo-0000407618	wfo-0000407618	Thamnea hirtella Oliv.
wfo-0000572860	wfo-0000572860	Brunia virgata Brongn.
wfo-0000748860	wfo-0000748860	Brunia tulbaghensis (Schltr. ex Dummer) Class.-Bockh. & E.G.H.Oliv.
wfo-0000750233	wfo-0000750233	Thamnea teres (Oliv.) Class.-Bockh. & E.G.H.Oliv.
wfo-0000313535	wfo-0000313535	Spirostachys africana Sond.
wfo-0000769968	wfo-0000769968	Adenocline violifolia (Kuntze) Prain
wfo-0000946584	wfo-0000946584	Drypetes mossambicensis Hutch.
wfo-0000748840	wfo-0000748840	Brunia sphaerocephala (Sond.) A.V.Hall
wfo-0000767995	wfo-0000767995	Adenocline pauciflora Turcz.
wfo-0000946482	wfo-0000946482	Drypetes gerrardii Hutch. var. gerrardii
wfo-0000572845	wfo-0000572845	Brunia squalida E.Mey. ex Sond.
wfo-0000317622	wfo-0000317622	Suregada africana (Sond.) Kuntze
wfo-0001239114	wfo-0001239114	Mohria nudiuscula J.P.Roux
wfo-0000939025	wfo-0000939025	Alchornea hirtella f. glabrata (Mull.Arg.) Pax & K.Hoffm.
wfo-0000326980	wfo-0000326980	Tragiella natalensis (Sond.) Pax & K.Hoffm.
wfo-0001110739	wfo-0001110739	Anemia simii Tardieu
wfo-0001158084	wfo-0001158084	Trematodon pillansii Dixon
wfo-0001179702	wfo-0001179702	Campylopus nivalis (Brid.) Brid.
wfo-0001073498	wfo-0001073498	Hugonia orientalis Engl.
wfo-0001178613	wfo-0001178613	Campylopus decaryi Ther.
wfo-0001073497	wfo-0001073497	Linum villosum C.M.Rogers
wfo-0001202640	wfo-0001202640	Aphanolejeunea capensis (S.W.Arnell) S.W.Arnell
wfo-0001213730	wfo-0001213730	Lejeunea duncaniae (Sim) S.W.Arnell
wfo-0001203798	wfo-0001203798	Taxilejeunea conformis (Nees & Mont.) Steph.
wfo-0001203069	wfo-0001203069	Drepanolejeunea hamatifolia (Hook.) Schiffn.
wfo-0001134377	wfo-0001134377	Thesium hollandii Compton
wfo-0001134363	wfo-0001134363	Thesium funale L.
wfo-0001134424	wfo-0001134424	Thesium phyllostachyum Sond.
wfo-0001134313	wfo-0001134313	Thesium albomontanum Compton
wfo-0001177358	wfo-0001177358	Bryum turbinatum (Hedw.) Turner
wfo-0001134316	wfo-0001134316	Thesium archeri Compton
wfo-0001134321	wfo-0001134321	Thesium brachygyne Schltr.
wfo-0001160242	wfo-0001160242	Pohlia nutans (Hedw.) Lindb.
wfo-0001134396	wfo-0001134396	Thesium lobelioides A.DC.
wfo-0001134366	wfo-0001134366	Thesium glomeratum A.W.Hill
wfo-0001134409	wfo-0001134409	Thesium nationae A.W.Hill
wfo-0001134404	wfo-0001134404	Thesium micropogon A.DC.
wfo-0001134434	wfo-0001134434	Thesium pycnanthum Schltr.
wfo-0001154904	wfo-0001154904	Brachymenium systylium (Mull.Hal.) A.Jaeger
wfo-0000455044	wfo-0000455044	Thesium resedoides A.W.Hill
wfo-0001134450	wfo-0001134450	Thesium selagineum A.DC.
wfo-0001134461	wfo-0001134461	Thesium susannae A.W.Hill
wfo-0001134466	wfo-0001134466	Thesium urceolatum A.W.Hill
wfo-0001192178	wfo-0001192178	Archidium microthecium Dixon & P.de la Varde
wfo-0000779504	wfo-0000779504	Rhigozum zambesiacum Baker
wfo-0001134475	wfo-0001134475	Thesium zeyheri A.DC.
wfo-0001106958	wfo-0001106958	Leucadendron dregei E.Mey. ex Meisn.
wfo-0001106927	wfo-0001106927	Leucadendron bonum I.Williams
wfo-0001106956	wfo-0001106956	Leucadendron diemontianum I.Williams
wfo-0001106530	wfo-0001106530	Sorocephalus crassifolius Hutch.
wfo-0001106966	wfo-0001106966	Leucadendron eucalyptifolium H.Buek ex Meisn.
wfo-0001106868	wfo-0001106868	Leucospermum cordatum E.Phillips
wfo-0001107032	wfo-0001107032	Leucadendron singulare I.Williams
wfo-0001107018	wfo-0001107018	Leucadendron roodii E.Phillips
wfo-0001107061	wfo-0001107061	Leucadendron verticillatum (Thunb.) Meisn.
wfo-0001107033	wfo-0001107033	Leucadendron sorocephalodes E.Phillips & Hutch.
wfo-0001106866	wfo-0001106866	Leucospermum conocarpodendron (L.) H.Buek subsp. conocarpodendron
wfo-0001106981	wfo-0001106981	Leucadendron laureolum (Lam.) Fourc.
wfo-0001107017	wfo-0001107017	Leucadendron remotum I.Williams
wfo-0001106464	wfo-0001106464	Leucospermum catherinae Compton
wfo-0001107015	wfo-0001107015	Leucadendron pubibracteolatum I.Williams
wfo-0001106928	wfo-0001106928	Leucadendron brunioides Meisn.
wfo-0001106961	wfo-0001106961	Leucadendron elimense E.Phillips
wfo-0001106793	wfo-0001106793	Protea magnifica Link
wfo-0001106826	wfo-0001106826	Protea roupelliae Meisn. subsp. roupelliae
wfo-0001106841	wfo-0001106841	Protea speciosa (L.) L.
wfo-0000484702	wfo-0000484702	Protea welwitschii Engl.
wfo-0001106835	wfo-0001106835	Protea scolymocephala (L.) Reichard
wfo-0000484745	wfo-0000484745	Protea namaquana Rourke
wfo-0000418273	wfo-0000418273	Vexatorella latebrosa Rourke
wfo-0001106689	wfo-0001106689	Spatalla confusa (E.Phillips) Rourke
