id	taxonID	scientificName
wfo-0000326626	wfo-0000326626	Tragia capensis Thunb.
wfo-0000211371	wfo-0000211371	Aspalathus pinea Thunb.
wfo-0000211374	wfo-0000211374	Aspalathus rostrata Benth.
wfo-0001339155	wfo-0001339155	Gorteria piloselloides (Cass.) Stangb. & Anderb.
wfo-0000211214	wfo-0000211214	Aspalathus radiata Garab. ex R.Dahlgren
wfo-0000211236	wfo-0000211236	Aspalathus quinquefolia L. subsp. quinquefolia
wfo-0001420988	wfo-0001420988	Psoralea kougaensis C.H.Stirt., Muasya & A.Bello
wfo-0000211260	wfo-0000211260	Aspalathus vulpina Garab. ex R.Dahlgren
wfo-0000211502	wfo-0000211502	Aspalathus wurmbeana E.Mey.
wfo-0000211543	wfo-0000211543	Aspalathus repens R.Dahlgren
wfo-0000211300	wfo-0000211300	Aspalathus pigmentosa R.Dahlgren
wfo-0000211530	wfo-0000211530	Aspalathus ramosissima R.Dahlgren
wfo-0000211191	wfo-0000211191	Aspalathus truncata Eckl. & Zeyh.
wfo-0000211268	wfo-0000211268	Aspalathus patens Garab. ex R.Dahlgren
wfo-0000187666	wfo-0000187666	Rhynchosia villosa (Meisn.) Druce
wfo-0001345636	wfo-0001345636	Ixia helmei Goldblatt & J.C.Manning
wfo-0000186597	wfo-0000186597	Rhynchosia komatiensis Harms
wfo-0001061516	wfo-0001061516	Rhynchosia totta (Thunb.) DC. var. totta
wfo-0000186123	wfo-0000186123	Rhynchosia cooperi (Harv. ex Baker f.) Burtt Davy
wfo-0001420885	wfo-0001420885	Albuca exigua (Mart.-Azorin, M.B.Crespo, A.P.Dold, M.Pinter & Wetschnig) J.C.Manning
wfo-0000185809	wfo-0000185809	Rhynchosia angustifolia (Jacq.) DC.
wfo-0000186003	wfo-0000186003	Rhynchosia capensis (Burm.f.) Schinz
wfo-0001037333	wfo-0001037333	Diplotaxis muralis (L.) DC. subsp. muralis
wfo-0001424853	wfo-0001424853	Afrosolen masukuensis (Vaupel & Schltr.) Goldblatt & J.C.Manning
wfo-0000186372	wfo-0000186372	Rhynchosia foliosa Markotter
wfo-0000018215	wfo-0000018215	Arctotis laciniata Lam.
wfo-0001056378	wfo-0001056378	Rhynchosia rogersii Schinz
wfo-0000187397	wfo-0000187397	Rhynchosia spectabilis Schinz
wfo-0000171442	wfo-0000171442	Cordyla africana Lour.
wfo-0000186016	wfo-0000186016	Rhynchosia chrysantha Schltr. ex Zahlbr.
wfo-0000185955	wfo-0000185955	Rhynchosia calvescens Meikle
wfo-0001330954	wfo-0001330954	Cola dorrii Cheek
wfo-0000187437	wfo-0000187437	Rhynchosia sublobata (Schumach.) Meikle
wfo-0000186031	wfo-0000186031	Rhynchosia ciliata (Thunb.) Schinz
wfo-0000214823	wfo-0000214823	Senna bicapsularis (L.) Roxb.
wfo-0000212062	wfo-0000212062	Calpurnia intrusa (R.Br.) E.Mey.
wfo-0001420896	wfo-0001420896	Drimia decipiens J.C.Manning & Goldblatt
wfo-0000186780	wfo-0000186780	Rhynchosia minima (L.) DC.
wfo-0000187038	wfo-0000187038	Rhynchosia pentheri Schltr. ex Zahlbr.
wfo-0000212063	wfo-0000212063	Calpurnia woodii Schinz
wfo-0000192127	wfo-0000192127	Acacia cyclops A.Cunn. ex G.Don
wfo-0000163689	wfo-0000163689	Senna corymbosa (Lam.) H.S.Irwin & Barneby
wfo-0001056568	wfo-0001056568	Biancaea decapetala (Roth) O.Deg.
wfo-0000164471	wfo-0000164471	Senna pendula (Willd.) H.S.Irwin & Barneby
wfo-0001330640	wfo-0001330640	Gelrebia bracteata (Germish.) Gagnon & G.P.Lewis
wfo-0000185439	wfo-0000185439	Trigonella glabra Thunb.
wfo-0000164430	wfo-0000164430	Senna occidentalis (L.) Link
wfo-0000164356	wfo-0000164356	Senna multijuga (Rich.) H.S.Irwin & Barneby
wfo-0000744213	wfo-0000744213	Lysimachia tenuicaulis (Baker) U.Manns & Anderb.
wfo-0000192434	wfo-0000192434	Acacia decurrens Willd.
wfo-0000184159	wfo-0000184159	Senna petersiana (Bolle) Lock
wfo-0000211379	wfo-0000211379	Acacia viscidula A.Cunn. ex Benth.
wfo-0001420958	wfo-0001420958	Oedera relhanioides (Schltr.) N.G.Bergh
wfo-0000201738	wfo-0000201738	Tephrosia bachmannii Harms
wfo-0000414849	wfo-0000414849	Tephrosia pondoensis (Codd) Schrire
wfo-0000196325	wfo-0000196325	Tephrosia reptans Baker var. reptans
wfo-0001426039	wfo-0001426039	Tephrosia dregeana E.Mey. var. dregeana
wfo-0001436161	wfo-0001436161	Schlechteranthus abruptus (A.Berger) R.F.Powell
wfo-0000204514	wfo-0000204514	Tephrosia villosa subsp. ehrenbergiana (Schweinf.) Brummitt
wfo-0000201556	wfo-0000201556	Tephrosia albissima H.M.L.Forbes
wfo-0001061221	wfo-0001061221	Vigna oblongifolia A.Rich. var. oblongifolia
wfo-0000194580	wfo-0000194580	Vigna kokii B.J.Pienaar
wfo-0000384109	wfo-0000384109	Otholobium fumeum C.H.Stirt.
wfo-0000211130	wfo-0000211130	Rafnia spicata Thunb.
wfo-0000211156	wfo-0000211156	Wiborgia obcordata (P.J.Bergius) Thunb.
wfo-0000212296	wfo-0000212296	Otholobium bolusii (H.M.L.Forbes) C.H.Stirt.
wfo-0001435341	wfo-0001435341	Drosanthemopsis diversifolia (L.Bolus) Klak
wfo-0000212291	wfo-0000212291	Otholobium acuminatum (Lam.) C.H.Stirt.
wfo-0000899442	wfo-0000899442	Setaria parviflora (Poir.) Kerguelen
wfo-0001267611	wfo-0001267611	Rafnia acuminata (E.Mey.) G.J.Campb. & B.-E.van Wyk
wfo-0000194724	wfo-0000194724	Otholobium polystictum (Benth. ex Harv.) C.H.Stirt.
wfo-0001344783	wfo-0001344783	Otholobium nitens C.H.Stirt. & Muasya
wfo-0000212350	wfo-0000212350	Otholobium stachyerum (Eckl. & Zeyh.) C.H.Stirt.
wfo-0001421167	wfo-0001421167	Rafnia rostrata G.J.Campb. & B.-E.van Wyk subsp. rostrata
wfo-0000750252	wfo-0000750252	Trianthema vleiense H.E.K.Hartmann & Liede
wfo-0001344780	wfo-0001344780	Otholobium dreweae C.H.Stirt. & Muasya
wfo-0001421165	wfo-0001421165	Rafnia capensis (L.) Schinz subsp. capensis
wfo-0000211103	wfo-0000211103	Polhillia connata (Harv.) C.H.Stirt.
wfo-0001440064	wfo-0001440064	Acrobolbus limbatus (Steph.) Briscoe & J.J.Engel
wfo-0000211152	wfo-0000211152	Wiborgia mucronata (L.f.) Druce
wfo-0000212348	wfo-0000212348	Otholobium spicatum (L.) C.H.Stirt.
wfo-0000384107	wfo-0000384107	Otholobium nigricans C.H.Stirt.
wfo-0001267595	wfo-0001267595	Rafnia alata G.J.Campb. & B.-E.van Wyk
wfo-0000211159	wfo-0000211159	Wiborgia tetraptera E.Mey.
wfo-0000870469	wfo-0000870469	Festuca exaristata E.B.Alexeev
wfo-0000468357	wfo-0000468357	Polhillia obsoleta (Harv.) B.-E.van Wyk
wfo-0001359426	wfo-0001359426	Rafnia rostrata subsp. pluriflora G.J.Campb. & B.-E.van Wyk
wfo-0000632126	wfo-0000632126	Cyclopia squamosa A.L.Schutte
wfo-0000210958	wfo-0000210958	Lebeckia contaminata (L.) Thunb.
wfo-0001336106	wfo-0001336106	Trisetopsis rogerellisii (Mashau, Fish & A.E.van Wyk) Roser & A.Wolk
wfo-0000210976	wfo-0000210976	Lebeckia longipes Bolus
wfo-0001425391	wfo-0001425391	Vincetoxicum cordatum (R.Br. ex Schult.) Meve & Liede
wfo-0000175857	wfo-0000175857	Desmanthus virgatus (L.) Willd.
wfo-0001336093	wfo-0001336093	Trisetopsis galpinii (Schweick.) Roser & A.Wolk
wfo-0000197696	wfo-0000197696	Cyclopia falcata (Harv.) Kies
wfo-0001267596	wfo-0001267596	Rafnia rostrata G.J.Campb. & B.-E.van Wyk
wfo-0001336088	wfo-0001336088	Trisetopsis barbata (Nees) Roser & A.Wolk
wfo-0000197707	wfo-0000197707	Cyclopia subternata Vogel
wfo-0000509710	wfo-0000509710	Lebeckia brevipes M.M.le Roux & B.-E.van Wyk
wfo-0000509713	wfo-0000509713	Lebeckia zeyheri M.M.le Roux & B.-E.van Wyk
wfo-0000211873	wfo-0000211873	Lotononis varia (E.Mey.) Steud.
wfo-0000184174	wfo-0000184174	Lotononis caerulescens (E.Mey.) B.-E.van Wyk
wfo-0001424274	wfo-0001424274	Ceropegia breviflora (Schltr.) Bruyns
wfo-0000211831	wfo-0000211831	Lotononis rabenaviana Dinter & Harms
wfo-0001265607	wfo-0001265607	Lotononis complanata B.-E.van Wyk
wfo-0001260934	wfo-0001260934	Lotononis eriocarpa (E.Mey.) B.-E.van Wyk
wfo-0001265608	wfo-0001265608	Lotononis filiformis B.-E.van Wyk
wfo-0000211692	wfo-0000211692	Lotononis argentea Eckl. & Zeyh.
wfo-0000211712	wfo-0000211712	Lotononis burchellii Benth.
wfo-0000211741	wfo-0000211741	Lotononis exstipulata L.Bolus
wfo-0000211682	wfo-0000211682	Lotononis acuminata Eckl. & Zeyh.
wfo-0000211787	wfo-0000211787	Lotononis monophylla Harv.
wfo-0000195527	wfo-0000195527	Eriosema squarrosum (Thunb.) Walp.
wfo-0000524801	wfo-0000524801	Aizoon crystallinum Eckl. & Zeyh.
wfo-0000195450	wfo-0000195450	Eriosema kraussianum Meisn.
wfo-0000195497	wfo-0000195497	Eriosema preptum C.H.Stirt.
wfo-0000195393	wfo-0000195393	Eriosema burkei Benth. ex Harv.
wfo-0000170624	wfo-0000170624	Pterolobium stellatum (Forssk.) Brenan
wfo-0000181342	wfo-0000181342	Flemingia grahamiana Wight & Arn.
wfo-0000744623	wfo-0000744623	Tulbaghia ludwigiana Harv.
wfo-0000744615	wfo-0000744615	Tulbaghia leucantha Baker
wfo-0000744630	wfo-0000744630	Tulbaghia nutans Vosa
wfo-0000744552	wfo-0000744552	Tulbaghia capensis L.
wfo-0000744407	wfo-0000744407	Tulbaghia violacea Harv.
wfo-0000744470	wfo-0000744470	Tulbaghia galpinii Schltr.
wfo-0000754091	wfo-0000754091	Agapanthus praecox subsp. minimus (Lindl.) F.M.Leight.
wfo-0001421070	wfo-0001421070	Agapanthus inapertus subsp. parviflorus F.M.Leight.
wfo-0001110857	wfo-0001110857	Pneumatopteris unita (Kunze) Holttum
wfo-0001196006	wfo-0001196006	Macromitrium lebomboense Van Rooy
wfo-0001110852	wfo-0001110852	Christella gueintziana (Mett.) Holttum
wfo-0001110850	wfo-0001110850	Thelypteris confluens (Thunb.) C.V.Morton
wfo-0001108273	wfo-0001108273	Ampelopteris prolifera (Retz.) Copel.
wfo-0001120106	wfo-0001120106	Amauropelta oppositiformis (C.Chr.) Holttum
wfo-0001203413	wfo-0001203413	Notoscyphus lutescens (Lehm. & Lindenb.) Mitt.
wfo-0001155744	wfo-0001155744	Breutelia tabularis Dixon
wfo-0000242992	wfo-0000242992	Micrococca capensis (Baill.) Prain
wfo-0001199041	wfo-0001199041	Jamesoniella purpurascens Steph.
wfo-0001196390	wfo-0001196390	Jungermannia pumila With.
wfo-0001212413	wfo-0001212413	Isotachis aubertii (Schwagr.) Mitt.
wfo-0000309160	wfo-0000309160	Seidelia pumila (Sond.) Baill.
wfo-0000962471	wfo-0000962471	Euphorbia helioscopia L.
wfo-0000961480	wfo-0000961480	Euphorbia cooperi N.E.Br. ex A.Berger var. cooperi
wfo-0000961127	wfo-0000961127	Euphorbia burmannii (Klotzsch & Garcke) E.Mey. ex Boiss.
wfo-0000960590	wfo-0000960590	Euphorbia albanica N.E.Br.
wfo-0000962794	wfo-0000962794	Euphorbia jansenvillensis Nel
wfo-0000962362	wfo-0000962362	Euphorbia grandidens Haw.
wfo-0000962390	wfo-0000962390	Euphorbia griseola Pax subsp. griseola
wfo-0000824730	wfo-0000824730	Cavacoa aurea (Cavaco) J.Leonard
wfo-0000960594	wfo-0000960594	Euphorbia albipollinifera L.C.Leach
wfo-0000963868	wfo-0000963868	Euphorbia pedemontana L.C.Leach
wfo-0000965085	wfo-0000965085	Euphorbia tettensis Klotzsch
wfo-0000963516	wfo-0000963516	Euphorbia namaquensis N.E.Br.
wfo-0000963549	wfo-0000963549	Euphorbia neopolycnemoides Pax & K.Hoffm.
wfo-0000964959	wfo-0000964959	Euphorbia suffulta Bruyns
wfo-0000964819	wfo-0000964819	Euphorbia spartaria N.E.Br.
wfo-0000964902	wfo-0000964902	Euphorbia stolonifera Marloth ex A.C.White, R.A.Dyer & B.Sloane
wfo-0000963644	wfo-0000963644	Euphorbia obesa Hook.f.
wfo-0000963999	wfo-0000963999	Euphorbia pillansii N.E.Br.
wfo-0000895734	wfo-0000895734	Clutia cordata Bernh. ex Krauss
wfo-0000895868	wfo-0000895868	Clutia disceptata Prain
wfo-0000897574	wfo-0000897574	Clutia tomentosa L.
wfo-0000326783	wfo-0000326783	Tragia meyeriana Mull.Arg.
wfo-0000896060	wfo-0000896060	Clutia govaertsii Radcl.-Sm.
wfo-0000896424	wfo-0000896424	Clutia marginata E.Mey. ex Sond.
wfo-0000326865	wfo-0000326865	Tragia prionoides Radcl.-Sm.
wfo-0000895785	wfo-0000895785	Clutia daphnoides Lam.
wfo-0000896533	wfo-0000896533	Clutia nana Prain
wfo-0000326791	wfo-0000326791	Tragia minor Sond.
wfo-0001049104	wfo-0001049104	Acalypha punctata Meisn. ex C.Krauss var. punctata
wfo-0000270861	wfo-0000270861	Phyllanthus delagoensis Hutch.
wfo-0000271079	wfo-0000271079	Phyllanthus glaucophyllus Sond.
wfo-0000271752	wfo-0000271752	Phyllanthus parvulus Sond. var. parvulus
wfo-0000779030	wfo-0000779030	Markhamia obtusifolia (Baker) Sprague
wfo-0000385761	wfo-0000385761	Opuntia ficus-indica (L.) Mill.
wfo-0001433331	wfo-0001433331	Opuntia robusta H.L.Wendl. ex Pfeiff.
wfo-0000632494	wfo-0000632494	Asparagus fasciculatus Thunb.
wfo-0000632604	wfo-0000632604	Asparagus flavicaulis subsp. setulosus (Oberm.) Fellingham & N.L.Mey.
wfo-0000632455	wfo-0000632455	Asparagus falcatus L.
wfo-0000633049	wfo-0000633049	Asparagus intricatus (Oberm.) Fellingham & N.L.Mey.
wfo-0000632873	wfo-0000632873	Asparagus graniticus (Oberm.) Fellingham & N.L.Mey.
wfo-0000635393	wfo-0000635393	Asparagus undulatus (L.f.) Thunb.
wfo-0000633461	wfo-0000633461	Asparagus lynetteae (Oberm.) Fellingham & N.L.Mey.
wfo-0000633203	wfo-0000633203	Asparagus krebsianus (Kunth) Jessop
wfo-0001110835	wfo-0001110835	Asplenium erectum Bory ex Willd. var. erectum
wfo-0001201937	wfo-0001201937	Plagiochasma microcephalum (Steph.) Steph.
wfo-0000439170	wfo-0000439170	Staavia trichotoma (Thunb.) Pillans
wfo-0000748628	wfo-0000748628	Audouinia laxa (Thunb.) A.V.Hall
wfo-0001198998	wfo-0001198998	Asterella bachmannii (Steph.) S.W.Arnell
wfo-0000564574	wfo-0000564574	Berzelia incurva Pillans
wfo-0001169733	wfo-0001169733	Pleuridium ecklonii (Hampe ex Mitt.) Snider
wfo-0001201936	wfo-0001201936	Plagiochasma beccarianum Steph.
wfo-0000564570	wfo-0000564570	Berzelia galpinii Pillans
wfo-0000407622	wfo-0000407622	Thamnea uniflora Sol. ex Brongn.
wfo-0000572805	wfo-0000572805	Brunia fragarioides Willd.
wfo-0000221784	wfo-0000221784	Lachnostylis bilocularis R.A.Dyer
wfo-0000748866	wfo-0000748866	Brunia latebracteata A.V.Hall
wfo-0000748836	wfo-0000748836	Brunia africana (Burm.f.) Class.-Bockh. & E.G.H.Oliv.
wfo-0000946391	wfo-0000946391	Drypetes arguta (Mull.Arg.) Hutch.
wfo-0000748846	wfo-0000748846	Brunia esterhuyseniae (Dummer) Class.-Bockh. & E.G.H.Oliv.
wfo-0000407620	wfo-0000407620	Thamnea massoniana Dummer
wfo-0000748839	wfo-0000748839	Brunia pentandra (Thunb.) Class.-Bockh. & E.G.H.Oliv.
wfo-0000748835	wfo-0000748835	Brunia monostyla (Pillans) Class.-Bockh. & E.G.H.Oliv.
wfo-0000572823	wfo-0000572823	Brunia macrocephala Willd.
wfo-0000748838	wfo-0000748838	Brunia purpurea (Pillans) Class.-Bockh. & E.G.H.Oliv.
wfo-0001239113	wfo-0001239113	Mohria marginalis (Savigny) J.P.Roux
wfo-0001151165	wfo-0001151165	Andreaea subulata Harv.
wfo-0001073411	wfo-0001073411	Linum africanum L.
wfo-0001179756	wfo-0001179756	Campylopus perpusillus Mitt.
wfo-0001179858	wfo-0001179858	Campylopus savannarum (Mull.Hal.) Mitt.
wfo-0001156301	wfo-0001156301	Bryum caespiticium Hedw.
wfo-0001209564	wfo-0001209564	Lejeunea villaumei (Steph.) Grolle
wfo-0001202922	wfo-0001202922	Colura calyptrifolia (Hook.) Dumort.
wfo-0001203102	wfo-0001203102	Drepanolejeunea physaefolia (Gottsche) Steph.
wfo-0001196460	wfo-0001196460	Lopholejeunea subfusca (Nees) Schiffn.
wfo-0001177323	wfo-0001177323	Bryum torquescens Bruch ex De Not.
wfo-0001169247	wfo-0001169247	Bryum pycnophyllum (Dixon) Mohamed
wfo-0001203047	wfo-0001203047	Diplasiolejeunea kraussiana (Lindenb.) Steph.
wfo-0000615198	wfo-0000615198	Colpoon compressum P.J.Bergius
wfo-0001134427	wfo-0001134427	Thesium polycephalum Schltr.
wfo-0001134425	wfo-0001134425	Thesium pinifolium A.DC.
wfo-0001202498	wfo-0001202498	Phaeoceros bolusii (Sim) S.W.Arnell
wfo-0001134319	wfo-0001134319	Thesium bathyschistum Schltr.
wfo-0000454701	wfo-0000454701	Thesium jeaniae Brenan
wfo-0001134329	wfo-0001134329	Thesium celatum N.E.Br.
wfo-0001134330	wfo-0001134330	Thesium commutatum Sond.
wfo-0001134402	wfo-0001134402	Thesium microcephalum A.W.Hill
wfo-0001134436	wfo-0001134436	Thesium racemosum Bernh.
wfo-0001202459	wfo-0001202459	Anthoceros natalensis Steph.
wfo-0001134312	wfo-0001134312	Thesium alatum Hilliard & B.L.Burtt
wfo-0001134342	wfo-0001134342	Thesium densiflorum A.DC.
wfo-0001134369	wfo-0001134369	Thesium gracilarioides A.W.Hill
wfo-0001134344	wfo-0001134344	Thesium disciflorum A.W.Hill
wfo-0001134379	wfo-0001134379	Thesium hystricoides A.W.Hill
wfo-0001134412	wfo-0001134412	Thesium nudicaule A.W.Hill
wfo-0001177444	wfo-0001177444	Bryum viridescens Welw. & Duby
wfo-0001134447	wfo-0001134447	Thesium schumannianum Schltr.
wfo-0001134445	wfo-0001134445	Thesium scabrum L.
wfo-0000761002	wfo-0000761002	Aponogeton ranunculiflorus Jacot Guill. & Marais
wfo-0001192188	wfo-0001192188	Archidium rehmannii Mitt.
wfo-0001134438	wfo-0001134438	Thesium rasum (A.W.Hill) N.E.Br.
wfo-0001106963	wfo-0001106963	Leucadendron ericifolium R.Br.
wfo-0001106954	wfo-0001106954	Leucadendron daphnoides (Thunb.) Meisn.
wfo-0001106540	wfo-0001106540	Sorocephalus teretifolius (Meisn.) E.Phillips
wfo-0001106967	wfo-0001106967	Leucadendron flexuosum I.Williams
wfo-0001106526	wfo-0001106526	Sorocephalus alopecurus Rourke
wfo-0000822997	wfo-0000822997	Anredera cordifolia (Ten.) Steenis
wfo-0001106532	wfo-0001106532	Sorocephalus lanatus (Thunb.) R.Br.
wfo-0001166566	wfo-0001166566	Erpodium distichum Wager & Dixon
wfo-0001106962	wfo-0001106962	Leucadendron elimense E.Phillips subsp. elimense
wfo-0000761368	wfo-0000761368	Behnia reticulata (Thunb.) Didr.
wfo-0001107023	wfo-0001107023	Leucadendron salicifolium (Salisb.) I.Williams
wfo-0001106990	wfo-0001106990	Leucadendron loranthifolium (Salisb. ex Knight) I.Williams
wfo-0001106467	wfo-0001106467	Leucospermum cuneiforme (Burm.f.) Rourke
wfo-0000686024	wfo-0000686024	Faurea saligna Harv.
wfo-0001107035	wfo-0001107035	Leucadendron spissifolium (Salisb. ex Knight) I.Williams
wfo-0000442569	wfo-0000442569	Leucadendron pondoense A.E.van Wyk
wfo-0001106475	wfo-0001106475	Leucospermum pluridens Rourke
wfo-0001364766	wfo-0001364766	Leucadendron spissifolium subsp. fragrans I.Williams
wfo-0001106877	wfo-0001106877	Leucospermum gracile (Salisb. ex Knight) Rourke
wfo-0001106476	wfo-0001106476	Leucospermum reflexum H.Buek ex Meisn.
wfo-0001107059	wfo-0001107059	Leucadendron uliginosum R.Br.
wfo-0001106884	wfo-0001106884	Leucospermum mundii Meisn.
wfo-0001421444	wfo-0001421444	Leucadendron lanigerum var. laevigatum Meisn.
wfo-0001220042	wfo-0001220042	Leucospermum harpagonatum Rourke
wfo-0000686021	wfo-0000686021	Faurea rochetiana (A.Rich.) Chiov. ex Pic.Serm.
wfo-0001106900	wfo-0001106900	Leucospermum saxosum S.Moore
wfo-0000442481	wfo-0000442481	Leucospermum grandiflorum (Salisb.) R.Br.
wfo-0001106470	wfo-0001106470	Leucospermum gueinzii Meisn.
wfo-0001106471	wfo-0001106471	Leucospermum innovans Rourke
wfo-0001106756	wfo-0001106756	Protea cynaroides (L.) L.
wfo-0001106851	wfo-0001106851	Protea tenax (Salisb.) R.Br.
wfo-0001106808	wfo-0001106808	Protea parvula Beard
wfo-0001106796	wfo-0001106796	Protea mucronifolia Salisb.
wfo-0001106774	wfo-0001106774	Protea intonsa Rourke
wfo-0001106776	wfo-0001106776	Protea laetans L.E.Davidson
wfo-0001106836	wfo-0001106836	Protea scorzonerifolia (Salisb. ex Knight) Rycroft
wfo-0001106791	wfo-0001106791	Protea lorifolia (Salisb. ex Knight) Fourc.
wfo-0001106817	wfo-0001106817	Protea recondita H.Buek ex Meisn.
wfo-0001106810	wfo-0001106810	Protea piscina Rourke
wfo-0001106754	wfo-0001106754	Protea cryophila Bolus
wfo-0001106603	wfo-0001106603	Serruria cyanoides (L.) R.Br.
wfo-0001106622	wfo-0001106622	Serruria glomerata (L.) R.Br.
wfo-0001106544	wfo-0001106544	Paranomus adiantifolius Salisb. ex Knight
wfo-0001106702	wfo-0001106702	Spatalla nubicola Rourke
wfo-0001106650	wfo-0001106650	Serruria trilopha Salisb. ex Knight
wfo-0001106630	wfo-0001106630	Serruria kraussii Meisn.
wfo-0000714466	wfo-0000714466	Hakea sericea Schrad. & J.C.Wendl.
wfo-0001106557	wfo-0001106557	Paranomus lagopus (Thunb.) Salisb.
wfo-0001235964	wfo-0001235964	Serruria lacunosa Rourke
wfo-0000644773	wfo-0000644773	Diastella fraterna Rourke
wfo-0001106599	wfo-0001106599	Serruria collina Salisb. ex Knight
wfo-0000714461	wfo-0000714461	Hakea salicifolia (Vent.) B.L.Burtt
wfo-0000418272	wfo-0000418272	Vexatorella amoena (Rourke) Rourke
wfo-0001106612	wfo-0001106612	Serruria fasciflora Salisb. ex Knight
wfo-0001109042	wfo-0001109042	Ophioglossum reticulatum L.
wfo-0000564321	wfo-0000564321	Bergia glomerata L.f.
wfo-0000667348	wfo-0000667348	Encephalartos brevifoliolatus Vorster
wfo-0000667437	wfo-0000667437	Encephalartos paucidentatus Stapf & Burtt Davy
wfo-0000667473	wfo-0000667473	Encephalartos villosus Lem.
wfo-0001083801	wfo-0001083801	Melianthus dregeanus Sond.
wfo-0000667426	wfo-0000667426	Encephalartos middelburgensis Vorster, Robbertse & S.van der Westh.
wfo-0000564338	wfo-0000564338	Bergia polyantha Sond.
wfo-0001046636	wfo-0001046636	Bergia anagalloides (E.Mey. ex Fenzl) Walp.
wfo-0001174573	wfo-0001174573	Hedwigidium integrifolium (P.Beauv.) Dixon
wfo-0001179167	wfo-0001179167	Rhynchostegiella litorea (De Not.) Limpr.
wfo-0001174754	wfo-0001174754	Rhynchostegium raphidorrhynchum (Mull.Hal.) A.Jaeger
wfo-0001179247	wfo-0001179247	Rhynchostegium brachypterum (Hornsch.) A.Jaeger
wfo-0000371248	wfo-0000371248	Mangifera indica L.
wfo-0001171217	wfo-0001171217	Pseudoleskeopsis pseudoattenuata (Mull.Hal.) Ther.
wfo-0001050214	wfo-0001050214	Heeria argentea (Thunb.) Meisn.
wfo-0000435157	wfo-0000435157	Schinus molle L.
wfo-0000813492	wfo-0000813492	Microcodon glomeratus A.DC.
wfo-0001169280	wfo-0001169280	Calyptrochaeta asplenioides (Brid.) Crosby
wfo-0000776865	wfo-0000776865	Callitriche bolusii Schonland & Pax ex Marloth
wfo-0001168172	wfo-0001168172	Jaegerina stolonifera (Mull.Hal.) Mull.Hal.
wfo-0001162693	wfo-0001162693	Hypodontium dregei (Hornsch.) Mull.Hal.
wfo-0001162816	wfo-0001162816	Hypopterygium tamarisci (Sw.) Brid. ex Mull.Hal.
wfo-0001181509	wfo-0001181509	Cyclodictyon vallis-gratiae (Hampe ex Mull.Hal.) Kuntze
wfo-0000816582	wfo-0000816582	Microcodon sparsiflorus A.DC.
wfo-0001182488	wfo-0001182488	Lopidium struthiopteris (Brid.) M.Fleisch.
wfo-0000817544	wfo-0000817544	Prismatocarpus cordifolius Adamson
wfo-0000817541	wfo-0000817541	Prismatocarpus cliffortioides Adamson
wfo-0000818230	wfo-0000818230	Roella muscosa L.f.
wfo-0000819208	wfo-0000819208	Theilera guthriei (L.Bolus) E.Phillips
wfo-0000818132	wfo-0000818132	Roella glomerata A.DC.
wfo-0000817513	wfo-0000817513	Prismatocarpus nitidus L'Her.
wfo-0000818260	wfo-0000818260	Roella secunda H.Buek
wfo-0000819479	wfo-0000819479	Wahlenbergia microphylla (Adamson) Lammers
wfo-0000819574	wfo-0000819574	Wahlenbergia pallidiflora Hilliard & B.L.Burtt
wfo-0000819688	wfo-0000819688	Wahlenbergia acicularis Brehmer
wfo-0000819678	wfo-0000819678	Wahlenbergia annularis A.DC.
wfo-0000819389	wfo-0000819389	Wahlenbergia squarrosa Brehmer
wfo-0000819393	wfo-0000819393	Wahlenbergia subumbellata Markgr.
wfo-0000819418	wfo-0000819418	Wahlenbergia pauciflora A.DC.
wfo-0000819599	wfo-0000819599	Wahlenbergia brevisquamifolia Brehmer
wfo-0000819648	wfo-0000819648	Wahlenbergia dichotoma A.DC.
wfo-0000819606	wfo-0000819606	Wahlenbergia brachycarpa Schltr.
wfo-0000819542	wfo-0000819542	Wahlenbergia virgata Engl.
wfo-0000819318	wfo-0000819318	Wahlenbergia brehmeri Lammers
wfo-0000819370	wfo-0000819370	Wahlenbergia undulata (L.f.) A.DC.
wfo-0000819753	wfo-0000819753	Wahlenbergia minuta Brehmer
wfo-0000819721	wfo-0000819721	Wahlenbergia lasiocarpa Schltr. & Brehmer
wfo-0000819683	wfo-0000819683	Wahlenbergia banksiana A.DC.
wfo-0000819349	wfo-0000819349	Wahlenbergia serpentina Brehmer
wfo-0000819737	wfo-0000819737	Wahlenbergia obovata Brehmer
wfo-0000819483	wfo-0000819483	Wahlenbergia levynsiae Lammers
wfo-0000819815	wfo-0000819815	Wahlenbergia ingrata A.DC.
wfo-0000819587	wfo-0000819587	Wahlenbergia capensis (L.) A.DC.
wfo-0000819399	wfo-0000819399	Wahlenbergia subrosulata Brehmer
wfo-0000620095	wfo-0000620095	Corchorus kirkii N.E.Br.
wfo-0000316852	wfo-0000316852	Stilbe gymnopharyngia (Rourke) Rourke
wfo-0000709753	wfo-0000709753	Grewia avellana Hiern
wfo-0000819482	wfo-0000819482	Wahlenbergia longifolia (A.DC.) Lammers
wfo-0000819726	wfo-0000819726	Wahlenbergia krebsii Cham.
wfo-0000819586	wfo-0000819586	Wahlenbergia capillacea (L.f.) A.DC.
wfo-0000710330	wfo-0000710330	Grewia sulcata Mast.
wfo-0001130655	wfo-0001130655	Oligomeris dipetala (Aiton) Turcz. var. dipetala
